panel,x,y,persistence,taxable_share,incremental_pass_through,beta,beta_low,beta_high,pre_price_dkk_kg,damage_dkk_kg,announcement_dkk_kg,attribution_share,implementation_dkk_kg,remaining_gap_dkk_kg,conf_low,conf_high,sensitivity_low,sensitivity_high
1,0,.24,0,.25,.24,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.4503097889332572,65.46354911716634,65.46354911716634,65.46354911716634,32.2213802747079,150.2180602576472
2,0,.22,0,.5,.22,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.8255679463776382,65.08829095972196,65.08829095972196,65.08829095972196,31.84612211726352,149.8428021002028
3,0,.68,0,.75,.68,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,3.827633205932686,62.08622570016691,62.08622570016691,62.08622570016691,28.84405685770847,146.8407368406478
1,0,.16,0,.25,.16,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.3002065259555048,65.61365238014409,65.61365238014409,65.61365238014409,32.37148353768566,150.368163520625
2,0,.28,0,.5,.28,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,1.050722840844267,64.86313606525532,64.86313606525532,64.86313606525532,31.62096722279689,149.6176472057362
2,0,.18,0,.5,.18,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.6754646833998857,65.23839422269971,65.23839422269971,65.23839422269971,31.99622538024127,149.9929053631806
4,0,.82,0,1,.82,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,6.154233782087848,59.75962512401174,59.75962512401174,59.75962512401174,26.51745628155331,144.5141362644926
1,0,.02,0,.25,.02,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.0375258157444381,65.87633309035515,65.87633309035515,65.87633309035515,32.63416424789672,150.6308442308361
1,0,.86,0,.25,.86,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,1.613610077010838,64.30024882908876,64.30024882908876,64.30024882908876,31.05807998663032,149.0547599695697
1,0,.18,0,.25,.18,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.3377323416999429,65.57612656439964,65.57612656439964,65.57612656439964,32.33395772194122,150.3306377048806
2,0,.36,0,.5,.36,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,1.350929366799771,64.56292953929982,64.56292953929982,64.56292953929982,31.32076069684139,149.3174406797807
3,0,.78,0,.75,.78,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,4.390520442099257,61.52333846400033,61.52333846400033,61.52333846400033,28.2811696215419,146.2778496044812
4,0,.14,0,1,.14,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,1.050722840844267,64.86313606525532,64.86313606525532,64.86313606525532,31.62096722279689,149.6176472057362
4,0,.54,0,1,.54,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,4.052788100399315,61.86107080570028,61.86107080570028,61.86107080570028,28.61890196324184,146.6155819461812
3,0,.36,0,.75,.36,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,2.026394050199658,63.88746485589994,63.88746485589994,63.88746485589994,30.6452960134415,148.6419759963808
4,0,.58,0,1,.58,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,4.352994626354819,61.56086427974477,61.56086427974477,61.56086427974477,28.31869543728634,146.3153754202257
3,0,.18,0,.75,.18,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,1.013197025099829,64.90066188099976,64.90066188099976,64.90066188099976,31.65849303854133,149.6551730214807
1,0,.32,0,.25,.32,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.6004130519110096,65.31344585418859,65.31344585418859,65.31344585418859,32.07127701173015,150.0679569946695
1,0,.82,0,.25,.82,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,1.538558445521962,64.37530046057763,64.37530046057763,64.37530046057763,31.1331316181192,149.1298116010585
